review_id,review_sentence_id,store_id,store_name,title,sentence,reviewer_name,rating,sentiment,posted_at
194238095,198168203,186172,焼肉きんぐ 新座野火止店,,また予約も事前予約もネットで可能なため、本当に並ばずに入ることができます。,Eino Shota,5.0,POSITIVE,2025-02-11 09:41:38.909094
194238095,198168204,186172,焼肉きんぐ 新座野火止店,,焼肉もとても美味しく、またあみの交換も適宜ありとても焼肉を楽しむことができます。,Eino Shota,5.0,POSITIVE,2025-02-11 09:41:38.909094
194238059,198167406,186124,焼肉きんぐ 横浜別所店,,料理はとても満足でしたし、他の方は忙しいなか頑張っているなという印象でした。,なー,1.0,POSITIVE,2025-02-11 09:38:17.2766
194238204,198167645,186361,焼肉きんぐ 福岡清水店,,不思議にサイドがおいしい場所でした,최신영,4.0,POSITIVE,2025-02-11 08:46:37.67732
194238194,198167602,186294,焼肉きんぐ 鹿屋バイパス店,,店内はキレイで店員さんも元気です。,teberi30pun_up garden (テベリ・じょん),4.0,POSITIVE,2025-02-11 05:27:11.315634
194238162,198167585,186219,焼肉きんぐ 松山衣山店,,スタッフも充実しており場の雰囲気も良く、料理の提供も早い。,aqua KPTS民,5.0,POSITIVE,2025-02-11 05:07:09.859681
194238162,198167589,186219,焼肉きんぐ 松山衣山店,,お肉も美味で気遣いもとても良かった。,aqua KPTS民,5.0,POSITIVE,2025-02-11 05:07:09.859681
194238162,198167592,186219,焼肉きんぐ 松山衣山店,,また近い内に来店したいと思います。,aqua KPTS民,5.0,POSITIVE,2025-02-11 05:07:09.859681
194238203,198167607,186345,焼肉きんぐ 松阪店,,美味しかった！,あつ,4.0,POSITIVE,2025-02-11 03:10:58.117827
193679836,196793524,186489,焼肉きんぐ 狛江店,,まず食べ放題の選択肢の増加、注文方法（タブレット）、更に看板メニューが本当に美味しくてビックリしました！,やまだただし,5.0,POSITIVE,2025-02-10 17:35:42.341831
193679836,196793525,186489,焼肉きんぐ 狛江店,,また、昔は居なかった焼肉ポリス（？）という厚い肉や、特殊なお肉を美味しく焼いてカットまでしてくれる店員さんも常に数名おり、特にこちらから声をかけなくても気配りして下さってどんどん焼いてくださる＆注文をもっとした方が良いですよ！って促してくれるというサービスが良かったです。,やまだただし,5.0,POSITIVE,2025-02-10 17:35:42.341831
193679836,196793526,186489,焼肉きんぐ 狛江店,,是非また利用したいなと思えました。,やまだただし,5.0,POSITIVE,2025-02-10 17:35:42.341831
193679836,196793527,186489,焼肉きんぐ 狛江店,,ご馳走様でした！,やまだただし,5.0,POSITIVE,2025-02-10 17:35:42.341831
193679810,196793589,186361,焼肉きんぐ 福岡清水店,,コスパ最高によく食べていきます。,sj H,5.0,POSITIVE,2025-02-10 14:39:26.39152
193679810,196793591,186361,焼肉きんぐ 福岡清水店,,家族はとてもよく食べています。,sj H,5.0,POSITIVE,2025-02-10 14:39:26.39152
193679810,196793592,186361,焼肉きんぐ 福岡清水店,,ありがとう。,sj H,5.0,POSITIVE,2025-02-10 14:39:26.39152
193679815,196793500,186392,焼肉きんぐ 新津店,,コースの説明がわかりやすくとても良かった！！,佐藤のごはん,3.0,POSITIVE,2025-02-10 13:06:58.641578
193679678,196793362,186073,焼肉きんぐ 国体道路店,,未就学児は無料なのがありがたく、いつも子どもと楽しく利用させていただいている。,R M,5.0,POSITIVE,2025-02-10 12:07:58.282171
193679678,196793363,186073,焼肉きんぐ 国体道路店,,メニューも豊富で大満足です。,R M,5.0,POSITIVE,2025-02-10 12:07:58.282171
193679685,196793364,186081,焼肉きんぐ 松戸八ヶ崎店,,スタッフの配慮と気遣いが素晴らしい！,kiki san,5.0,POSITIVE,2025-02-10 10:50:15.475502
193679685,196793365,186081,焼肉きんぐ 松戸八ヶ崎店,,お肉も他の店舗よりも美味しいと感じた,kiki san,5.0,POSITIVE,2025-02-10 10:50:15.475502
193689542,198167018,401405,焼肉きんぐ いわき平店,,追伸、焼肉は食べやすく、美味しかったので☆5、コースでデザートもついてくるのでとても良い。,神空祓翔,3.0,POSITIVE,2025-02-10 10:14:35.672509
193679690,196793382,186105,焼肉きんぐ 北葛西店,,北海道フェア、ラム肉が食べられる。,田中廣美（HIROMI）,4.0,POSITIVE,2025-02-10 08:55:21.053001
193679819,196793509,186441,焼肉きんぐ 宮崎新別府店,,店員さんの元気な掛け声と丁寧な説明に◎。,山田健,4.0,POSITIVE,2025-02-10 06:13:51.63088
193679807,196793479,186346,焼肉きんぐ 堺百舌鳥店,,忙しい時間帯でも、丁寧な説明、接客で気持ちよく過ごせました。,ひろみ,5.0,POSITIVE,2025-02-10 00:48:43.165203
193679807,196793480,186346,焼肉きんぐ 堺百舌鳥店,,スタッフの方もみんな愛想よく、テキパキされていました。,ひろみ,5.0,POSITIVE,2025-02-10 00:48:43.165203
193679807,196793481,186346,焼肉きんぐ 堺百舌鳥店,,お肉も美味しく、サイドメニューも豊富でした。,ひろみ,5.0,POSITIVE,2025-02-10 00:48:43.165203
193679807,196793482,186346,焼肉きんぐ 堺百舌鳥店,,このお店は、おすすめです🎵,ひろみ,5.0,POSITIVE,2025-02-10 00:48:43.165203
193679782,196793460,186250,焼肉きんぐ 吉祥寺店,,子供達は沢山食べて喜んでいました。,ken sato,4.0,POSITIVE,2025-02-10 00:13:12.515633
193679782,196793461,186250,焼肉きんぐ 吉祥寺店,,コスパは良いです。,ken sato,4.0,POSITIVE,2025-02-10 00:13:12.515633
193679694,196793410,186130,焼肉きんぐ 長野東和田店,,初来店しましたが、お店の雰囲気大変良く、,mえみこ,5.0,POSITIVE,2025-02-09 22:58:51.514496
193679694,196793411,186130,焼肉きんぐ 長野東和田店,,明るい店員さんばかりで終始接客も丁寧で、,mえみこ,5.0,POSITIVE,2025-02-09 22:58:51.514496
193679694,196793412,186130,焼肉きんぐ 長野東和田店,,家族で行きましたがまた行きたいねと🍀⤴️⤴️,mえみこ,5.0,POSITIVE,2025-02-09 22:58:51.514496
193679694,196793413,186130,焼肉きんぐ 長野東和田店,,メニューも豊富でベルトコンベアーで届くのも便利でした。,mえみこ,5.0,POSITIVE,2025-02-09 22:58:51.514496
193679694,196793415,186130,焼肉きんぐ 長野東和田店,,しかし粘り強く対応してくださり、食事５％offになり、よかったです。,mえみこ,5.0,POSITIVE,2025-02-09 22:58:51.514496
193679833,196793535,186484,焼肉きんぐ 蕨店,,お肉も美味しく、店員さんも若くてハキハキしていて気分が良いです。,KK,5.0,POSITIVE,2025-02-09 22:15:42.833885
193573369,195724307,186293,焼肉きんぐ 三郷店,,他の焼肉店と違って、 煙がすくないのはとても良い,Yoshiki Nakasato,4.0,POSITIVE,2025-02-09 15:38:09.826909
193573392,195724327,186354,焼肉きんぐ 長浜店,,牛肉の品質が良く、調理速度が速い多彩なデザートスタイルと丁寧なサービス,Pal Sui Chow,4.0,POSITIVE,2025-02-09 14:54:30.102401
193573318,195724333,186279,焼肉きんぐ 岩出店,,商品はいい感じに来るようになった気がする。,猫ドラムZ-T,4.0,POSITIVE,2025-02-09 13:42:57.989965
193573318,195724337,186279,焼肉きんぐ 岩出店,,味もよし。,猫ドラムZ-T,4.0,POSITIVE,2025-02-09 13:42:57.989965
193573318,195724341,186279,焼肉きんぐ 岩出店,,空いてたので、網交換しましょうか？と言って下さった店員さんがいてたのは良かったけどね！,猫ドラムZ-T,4.0,POSITIVE,2025-02-09 13:42:57.989965
193573218,195724348,186157,焼肉きんぐ 那覇新都心店,,デザートもドリンクもアイスも美味しい。,Bon,4.0,POSITIVE,2025-02-09 12:13:42.512249
193573639,195724374,186491,焼肉きんぐ 石津店,,アルバイトのレベルも高く、その辺の高級店よりも接客態度がいい。,kz,5.0,POSITIVE,2025-02-09 11:13:29.732117
193573439,195724344,186389,焼肉きんぐ 沼津店,,スタッフの皆さん、素晴らしいく親切でした。,sofia Tsukahara,5.0,POSITIVE,2025-02-09 10:46:09.701863
193573620,195724432,186484,焼肉きんぐ 蕨店,,少し前よりは店員が日本人になったことにより会話はスムーズに通るようになったが、,きぇんさん,2.0,POSITIVE,2025-02-09 07:42:06.839454
193573027,195724233,186073,焼肉きんぐ 国体道路店,,接客は丁寧でした。,mako,2.0,POSITIVE,2025-02-09 07:40:01.268218
193573442,195724357,199068,焼肉きんぐ 久留米合川店,,定員さんに聞きに行ったら、やっと対応してくれました。,なま,1.0,POSITIVE,2025-02-09 06:27:02.774857
193573030,195724277,186094,焼肉きんぐ 下関稗田店,,お肉は相変わらず美味しかったです。,ヤマグチマサヒデ,3.0,POSITIVE,2025-02-09 06:04:59.751252
193573605,195724387,186475,焼肉きんぐ 名護店,,1/30に名護で美味しい焼きそば屋さんを見つけましたので、ネット予約をしてから店員さんにお願いしたら、待ち時間はあまりなく、すぐに順番が来ました。,YUXUAN,5.0,POSITIVE,2025-02-09 04:17:14.787692
193573605,195724390,186475,焼肉きんぐ 名護店,,台湾のBBQより断然美味しかったです。,YUXUAN,5.0,POSITIVE,2025-02-09 04:17:14.787692
193573605,195724391,186475,焼肉きんぐ 名護店,,沖縄のBBQ王の2店舗で食べましたが、名護店の方がオーブンが綺麗なので待ち時間もありませんでした。,YUXUAN,5.0,POSITIVE,2025-02-09 04:17:14.787692
193573612,195724377,186477,焼肉きんぐ 花田店,,金額的に基本お安い肉しか選べませんが、このお値段でサラダやサイドメニュー、スイーツも食べられて、お肉もチョイス次第で旨みのしっかりあるものなど食べられて、お値段以上と思います。,ゆるいあひる,4.0,POSITIVE,2025-02-09 03:59:04.56885
193573612,195724379,186477,焼肉きんぐ 花田店,,こまめに網を交換してくれたりお皿を下げてくれたり、スタッフがよく見て動いてくれるのが気持ち良いです。,ゆるいあひる,4.0,POSITIVE,2025-02-09 03:59:04.56885
193573379,195724308,186300,焼肉きんぐ 北谷店,,良い！,Leo Chen,5.0,POSITIVE,2025-02-09 03:52:12.761685
193595957,195724469,1350106,焼肉きんぐ 中目黒店,,料理も比較的早く出てきました。,ナカザワタカシ,5.0,POSITIVE,2025-02-09 03:14:33.033347
193595957,195724470,1350106,焼肉きんぐ 中目黒店,,美味しかったです。,ナカザワタカシ,5.0,POSITIVE,2025-02-09 03:14:33.033347
193595957,195724471,1350106,焼肉きんぐ 中目黒店,,また行きます,ナカザワタカシ,5.0,POSITIVE,2025-02-09 03:14:33.033347
193573380,195724315,186305,焼肉きんぐ 船橋宮本店,,スタッフさん頑張ってます！,Yohe Ishige,4.0,POSITIVE,2025-02-09 02:42:41.019753
193573256,195724415,186250,焼肉きんぐ 吉祥寺店,,ランチコース2000円弱で食べ放題は神です！,kou,3.0,POSITIVE,2025-02-09 02:24:04.395925
193573256,195724416,186250,焼肉きんぐ 吉祥寺店,,お肉も値段相応で庶民には全然OKなクオリティです。,kou,3.0,POSITIVE,2025-02-09 02:24:04.395925
193573347,195724306,186281,焼肉きんぐ 月見町店,,早めに予約すればすんなり入れ、いい席に座れます。,golira otokomae,4.0,POSITIVE,2025-02-09 01:51:45.233922
193573382,195724366,186309,焼肉きんぐ 竹ノ塚店,,サークルやデートに最適な場所です。,Victor Irie,5.0,POSITIVE,2025-02-08 23:07:11.512091
193573382,195724369,186309,焼肉きんぐ 竹ノ塚店,,予約すればすぐに入れると思います。,Victor Irie,5.0,POSITIVE,2025-02-08 23:07:11.512091
193573382,195724370,186309,焼肉きんぐ 竹ノ塚店,,お肉も美味しいし、デザートも食べ放題なのでお得です！,Victor Irie,5.0,POSITIVE,2025-02-08 23:07:11.512091
193573382,195724372,186309,焼肉きんぐ 竹ノ塚店,,従業員の皆さんはいつも忙しそうですが、とてもフレンドリーで、アルバイトなのに一生懸命働いている姿に興味を持ちました。,Victor Irie,5.0,POSITIVE,2025-02-08 23:07:11.512091
193573382,195724373,186309,焼肉きんぐ 竹ノ塚店,,食事も美味しかったので、次回も行きたいと思います。,Victor Irie,5.0,POSITIVE,2025-02-08 23:07:11.512091
193438812,195286904,186184,焼肉きんぐ 岩国店,,孫が、体調が悪く嘔吐してしまった時も、嫌な顔せず優しく対応してくださいました。,みぃさん,5.0,POSITIVE,2025-02-08 15:00:00
193438812,195286906,186184,焼肉きんぐ 岩国店,,すごく感謝で、また利用させていただきたいとおもいます。,みぃさん,5.0,POSITIVE,2025-02-08 15:00:00
193438812,195286907,186184,焼肉きんぐ 岩国店,,◯下さんありがとうございました。,みぃさん,5.0,POSITIVE,2025-02-08 15:00:00
193438812,195286909,186184,焼肉きんぐ 岩国店,,家族皆、感謝しています。,みぃさん,5.0,POSITIVE,2025-02-08 15:00:00
193438812,195286910,186184,焼肉きんぐ 岩国店,,お世話になりました。,みぃさん,5.0,POSITIVE,2025-02-08 15:00:00
193438812,195286911,186184,焼肉きんぐ 岩国店,,またお会いできる日を楽しみにしています。,みぃさん,5.0,POSITIVE,2025-02-08 15:00:00
193446234,195287494,269217,焼肉きんぐ 大津膳所店,,店内は綺麗です。,なと,5.0,POSITIVE,2025-02-08 14:08:57.973292
193446234,195287495,269217,焼肉きんぐ 大津膳所店,,他の焼肉店に比べ食事の提供が早い。,なと,5.0,POSITIVE,2025-02-08 14:08:57.973292
193446234,195287499,269217,焼肉きんぐ 大津膳所店,,お肉もおすすめを中心に食べましたが、どれも美味しかったです。,なと,5.0,POSITIVE,2025-02-08 14:08:57.973292
193440064,195287322,186147,焼肉きんぐ 北野通り店,,ランチ安かった。,にこにこ,4.0,POSITIVE,2025-02-08 13:22:53.872631
193440329,195287398,186410,焼肉きんぐ 須賀川店,,良い空腹感です。,SEIDO,5.0,POSITIVE,2025-02-08 13:20:02.750782
193440329,195287399,186410,焼肉きんぐ 須賀川店,,友人知人に紹介します。,SEIDO,5.0,POSITIVE,2025-02-08 13:20:02.750782
193439987,195287321,186138,焼肉きんぐ 横浜丸山台店,,注文品の提供が早い,八木和博,3.0,POSITIVE,2025-02-08 12:36:17.424503
193440091,195287340,186153,焼肉きんぐ 水戸姫子店,,初めてここで食事をしたとき、スタッフの熱意を感じました。,Giang Huong,4.0,POSITIVE,2025-02-08 12:32:47.032658
193440091,195287342,186153,焼肉きんぐ 水戸姫子店,,外国人だと言うショートヘアの女性従業員もとても熱心でした。,Giang Huong,4.0,POSITIVE,2025-02-08 12:32:47.032658
193444212,195287504,201500,焼肉きんぐ 生田川店,,メニューも豊富で、清潔感もあり素晴らしい店舗です。,Yoshi Ez,5.0,POSITIVE,2025-02-08 12:17:29.558231
193444212,195287505,201500,焼肉きんぐ 生田川店,,スタッフの方も皆さんフレンドリーで家族が安心して食事が出来ます。,Yoshi Ez,5.0,POSITIVE,2025-02-08 12:17:29.558231
193444212,195287506,201500,焼肉きんぐ 生田川店,,食器の片付けも頻繁に来てくれるので、テーブルはいつも綺麗な状態で美味しく食事が出来ます。,Yoshi Ez,5.0,POSITIVE,2025-02-08 12:17:29.558231
193444212,195287508,201500,焼肉きんぐ 生田川店,,ソファドリンクメニューも豊富で黒ウーロン茶、ジャスミン茶、コーン茶など、豊富です。,Yoshi Ez,5.0,POSITIVE,2025-02-08 12:17:29.558231
193444212,195287510,201500,焼肉きんぐ 生田川店,,デザートも食べ放題で、ソフトクリーム、ケーキ、ゼリーなど。,Yoshi Ez,5.0,POSITIVE,2025-02-08 12:17:29.558231
193440234,195287417,186260,焼肉きんぐ 三河安城店,,食事は大変満足しました。,d r,1.0,POSITIVE,2025-02-08 10:30:40.459657
193440129,195287356,186187,焼肉きんぐ 本庄店,,でも色んなものが食べられるので、食べ盛りがいるファミリーとか若者には良いと思います。,新設アカウント,4.0,POSITIVE,2025-02-08 10:27:10.269184
193440129,195287357,186187,焼肉きんぐ 本庄店,,スタッフのお兄さんがみんな爽やかで食事以上に印象的でした。,新設アカウント,4.0,POSITIVE,2025-02-08 10:27:10.269184
193440154,195287390,186217,焼肉きんぐ 所沢店,,17:15に入店したらほぼ待たずに案内して頂きました。,AXLE Tetsuro Goda,5.0,POSITIVE,2025-02-08 10:04:29.139251
193440162,195287462,186242,焼肉きんぐ 熊本高平店,,普通に美味しかったです。,じゆー,5.0,POSITIVE,2025-02-08 09:39:41.633701
193440162,195287464,186242,焼肉きんぐ 熊本高平店,,サイドメニューも豊富で、美味しい。,じゆー,5.0,POSITIVE,2025-02-08 09:39:41.633701
193440162,195287467,186242,焼肉きんぐ 熊本高平店,,そして焼肉ポリスの茶木さん、元気も声掛けも会話もサービスもピカイチです。,じゆー,5.0,POSITIVE,2025-02-08 09:39:41.633701
193440162,195287470,186242,焼肉きんぐ 熊本高平店,,また利用したいです。,じゆー,5.0,POSITIVE,2025-02-08 09:39:41.633701
193440092,195287384,186153,焼肉きんぐ 水戸姫子店,,スタッフの提供やご飯はとても美味しかったです！,ちゃんと評価するカヲルくん,1.0,POSITIVE,2025-02-08 09:17:53.882921
193440092,195287385,186153,焼肉きんぐ 水戸姫子店,,私たちの会話でバイトの子達はよく働いてると話していました。,ちゃんと評価するカヲルくん,1.0,POSITIVE,2025-02-08 09:17:53.882921
193440317,195287408,186339,焼肉きんぐ 府中店,,メニューが豊富でいろいろな物が食べられます。,nawaw ihc,5.0,POSITIVE,2025-02-08 08:17:51.389144
193440317,195287410,186339,焼肉きんぐ 府中店,,最近はわかりませんが、サーブもそう待たされませんでした。,nawaw ihc,5.0,POSITIVE,2025-02-08 08:17:51.389144
193440317,195287411,186339,焼肉きんぐ 府中店,,また行きたいです。,nawaw ihc,5.0,POSITIVE,2025-02-08 08:17:51.389144
193440284,195287402,186292,焼肉きんぐ 厚木店,,ですが、食事の提供が早く、網の交換も積極的にしてくれるので満足しています。,優海《yuuumi》,5.0,POSITIVE,2025-02-08 08:04:01.554497
193440238,195287396,199066,焼肉きんぐ 静岡流通通り店,,値段の割には良いですが、私たちは基本的なランチコースしか頼みませんでした。,Silent Screamer,3.0,POSITIVE,2025-02-08 07:59:24.039718
193440093,195287345,186153,焼肉きんぐ 水戸姫子店,,グリルしたエビはとても新鮮で美味しいです。,Han Vu,4.0,POSITIVE,2025-02-08 04:34:51.656327
193440093,195287347,186153,焼肉きんぐ 水戸姫子店,,瓶に入ったお肉は特に美味しいです。,Han Vu,4.0,POSITIVE,2025-02-08 04:34:51.656327
193440270,195287437,186283,焼肉きんぐ 神戸学院前店,,お店も綺麗で店員さんの対応もとても良かったです。,森田美子,3.0,POSITIVE,2025-02-08 02:22:27.316967
193440270,195287441,186283,焼肉きんぐ 神戸学院前店,,ただ鶏肉は柔らかくて美味しかったです。,森田美子,3.0,POSITIVE,2025-02-08 02:22:27.316967
193440319,195287393,186345,焼肉きんぐ 松阪店,,焼肉食べ放題最高,Husen Jep-rut,5.0,POSITIVE,2025-02-08 00:47:29.361709
193440328,195287412,186391,焼肉きんぐ 金沢福久店,,入りやすくて気軽に入れる焼肉屋さん。,チュンヒカ,3.0,POSITIVE,2025-02-07 21:53:06.947879
193440328,195287416,186391,焼肉きんぐ 金沢福久店,,注文からのスピードは良し。,チュンヒカ,3.0,POSITIVE,2025-02-07 21:53:06.947879
192793441,194717526,186277,焼肉きんぐ 熊本はません店,,はません店さんはパネルオーダーからテーブル提供まで早いです,らいる,4.0,POSITIVE,2025-02-07 16:21:09.329994
192793336,194717484,186124,焼肉きんぐ 横浜別所店,,サービスが素晴らしいです。,y k,5.0,POSITIVE,2025-02-07 14:35:59.542852
192793336,194717485,186124,焼肉きんぐ 横浜別所店,,気付いたら空いたお皿が下げられていたり、子供が「スプーン欲しい！」と言っているのを聞いてくださったのか、こちらが頼む前に子供用食器セットを持ってきてくださったり…スタッフの方も笑顔で接してくださる方が多く、感動しました。,y k,5.0,POSITIVE,2025-02-07 14:35:59.542852
192793336,194717486,186124,焼肉きんぐ 横浜別所店,,退店の際も子供の背の高さまで目線を合わせて「ありがとうね！」と言ってくださるなど、子連れにとっては嬉しい対応ばかりでした。,y k,5.0,POSITIVE,2025-02-07 14:35:59.542852
192793336,194717487,186124,焼肉きんぐ 横浜別所店,,絶対にまたお伺いします。,y k,5.0,POSITIVE,2025-02-07 14:35:59.542852
192793336,194717488,186124,焼肉きんぐ 横浜別所店,,ごちそうさまでした。,y k,5.0,POSITIVE,2025-02-07 14:35:59.542852
192793442,194717538,186327,焼肉きんぐ 松戸主水店,,スタッフが頑張っているのがわかるお店ですね！,日I申,3.0,POSITIVE,2025-02-07 12:34:38.877463
192793382,194717489,186215,焼肉きんぐ 戸田店,,スタッフの松田さん対応がとても良くて心地が良かったです！,小野勝,5.0,POSITIVE,2025-02-07 12:21:06.493965
192793382,194717490,186215,焼肉きんぐ 戸田店,,またご利用させて下さい！！！,小野勝,5.0,POSITIVE,2025-02-07 12:21:06.493965
192793443,194717523,186326,焼肉きんぐ 小田原成田店,,美味しかったです😋,k “メリィ” K,5.0,POSITIVE,2025-02-07 07:45:59.264787
192793443,194717524,186326,焼肉きんぐ 小田原成田店,,ごちそうさまでした🙇‍♀,k “メリィ” K,5.0,POSITIVE,2025-02-07 07:45:59.264787
192793341,194717550,186157,焼肉きんぐ 那覇新都心店,,その後、店員さんが再度交渉し、10人近い家族の私たちを快く食事させてくれました。,michelle lee,3.0,POSITIVE,2025-02-07 04:57:53.149722
192793341,194717553,186157,焼肉きんぐ 那覇新都心店,,うどんが美味しい‼ ️,michelle lee,3.0,POSITIVE,2025-02-07 04:57:53.149722
192793446,194717537,186346,焼肉きんぐ 堺百舌鳥店,,食べ放題の肉は悪くない,大阪湾で悠々ボート釣り（はる）,4.0,POSITIVE,2025-02-06 20:45:46.153312
192489064,193539434,186398,焼肉きんぐ 倉敷沖店,,キングカルビ、炙りすき焼きカルビ、冷麺、韓国のり卵ご飯など、どれも美味しかったです。,C C,4.0,POSITIVE,2025-02-06 15:16:10.06462
192487589,193539193,186419,焼肉きんぐ 別府店,,友達としょっちゅう寄らせてもらってます！,edz********さん,2.0,POSITIVE,2025-02-06 15:00:00
192487589,193539194,186419,焼肉きんぐ 別府店,,色んな質を取り揃えているのでゆっくり楽しんでます。,edz********さん,2.0,POSITIVE,2025-02-06 15:00:00
192489067,193539432,186401,焼肉きんぐ 仙台八乙女店,,みんな明るくて良かった,うに,5.0,POSITIVE,2025-02-06 13:32:20.774402
192495372,193539643,269217,焼肉きんぐ 大津膳所店,,堅田店はスポーツ大学の学生らしきお兄さん多めで、元気があって快適に過ごせますよ。,もちもち餃子,3.0,POSITIVE,2025-02-06 11:59:12.111041
192488868,193539384,186075,焼肉きんぐ 東住吉店,,入口を担当していた男性(名前が見えずすみません)の臨機応変な対応に感動しました。,k s,5.0,POSITIVE,2025-02-06 10:36:54.00548
192488868,193539385,186075,焼肉きんぐ 東住吉店,,店員さんの対応もご飯も大変満足しました。,k s,5.0,POSITIVE,2025-02-06 10:36:54.00548
192488868,193539386,186075,焼肉きんぐ 東住吉店,,また必ず利用します！,k s,5.0,POSITIVE,2025-02-06 10:36:54.00548
192489068,193539446,186404,焼肉きんぐ 仙台中野栄店,,ひとりでお肉を焼いたり、料理を注文したりできるのはとても便利です。,鍾小花,4.0,POSITIVE,2025-02-06 10:11:26.228987
192489068,193539448,186404,焼肉きんぐ 仙台中野栄店,,環境も綺麗で席も広く、食材の種類も豊富で最高です。,鍾小花,4.0,POSITIVE,2025-02-06 10:11:26.228987
192488937,193539440,186224,焼肉きんぐ 足利朝倉店,,提供も比較的、早かったです。,鉄火巻き子,4.0,POSITIVE,2025-02-06 10:04:09.461648
192488937,193539441,186224,焼肉きんぐ 足利朝倉店,,接客、雰囲気を含め太田店より良かったです。,鉄火巻き子,4.0,POSITIVE,2025-02-06 10:04:09.461648
192488891,193539389,186116,焼肉きんぐ 江戸川台店,,他の店より、ちゃんと客を見ている。,大豆,4.0,POSITIVE,2025-02-06 09:30:20.022845
192488891,193539390,186116,焼肉きんぐ 江戸川台店,,ポリスの腕章つけたお姉さんが言ってもいないのに、下げ膳や網の交換時期まで教えてくれた。,大豆,4.0,POSITIVE,2025-02-06 09:30:20.022845
